"filename", "language", "Solidity", "comment", "blank", "total"
"/Users/harryrpo1/Desktop/nealthy/nstbl-loan-manager/contracts/LoanManager.sol", "Solidity", 2, 0, 1, 3
"/Users/harryrpo1/Desktop/nealthy/nstbl-loan-manager/contracts/LoanManagerStorage.sol", "Solidity", 2, 0, 1, 3
"Total", "-", 4, 0, 2, 6
